date,year,borough,unit_type,monthly_rent,vacancy_rate
2021-01-17,2021,Villeray,3BR,1819.0,0.0463
2021-11-16,2021,Villeray,3BR,2025.0,0.0142
2021-06-10,2021,Villeray,3BR,1719.0,0.0228
2021-11-26,2021,Villeray,3BR,1909.0,0.0323
2021-01-12,2021,Villeray,3BR,1798.0,0.0429
2021-09-07,2021,Villeray,3BR,1817.0,0.01
2021-12-03,2021,Villeray,3BR,2162.0,0.036
2021-04-07,2021,Villeray,3BR,1874.0,0.0313
2021-06-13,2021,Villeray,3BR,1912.0,0.0346
2021-09-02,2021,Villeray,3BR,1879.0,0.0384
2021-06-18,2021,Villeray,3BR,2178.0,0.031
2021-11-20,2021,Villeray,3BR,1976.0,0.0253
2021-09-23,2021,Villeray,3BR,1769.0,0.0449
2021-01-15,2021,Villeray,3BR,2071.0,0.0233
2021-08-20,2021,Villeray,3BR,1981.0,0.0484
2021-04-20,2021,Villeray,3BR,1866.0,0.0334
2021-07-09,2021,Villeray,3BR,1876.0,0.0329
2021-10-25,2021,Villeray,3BR,1587.0,0.0194
2021-02-01,2021,Villeray,3BR,1812.0,0.0176
2021-05-26,2021,Villeray,3BR,1990.0,0.0434
2021-02-13,2021,Villeray,3BR,2074.0,0.0328
2021-06-09,2021,Villeray,3BR,1960.0,0.0435
2021-03-11,2021,Villeray,3BR,1797.0,0.0317
2021-04-21,2021,Villeray,3BR,2088.0,0.0229
2021-05-20,2021,Villeray,3BR,1718.0,0.024
2021-04-02,2021,Villeray,3BR,1821.0,0.036
2021-06-02,2021,Villeray,3BR,1520.0,0.0493
2021-04-27,2021,Villeray,3BR,1837.0,0.01
2021-01-06,2021,Villeray,3BR,1932.0,0.024
2021-04-05,2021,Villeray,3BR,1975.0,0.0242
2021-06-21,2021,Villeray,3BR,1910.0,0.0282
2021-09-03,2021,Villeray,3BR,1785.0,0.0209
2021-08-17,2021,Villeray,3BR,1995.0,0.03
2021-01-07,2021,Villeray,3BR,2083.0,0.0409
2021-07-23,2021,Villeray,4BR+,2154.0,0.0445
2021-05-08,2021,Villeray,4BR+,2422.0,0.0354
2021-12-27,2021,Villeray,4BR+,2122.0,0.0382
2021-04-28,2021,Villeray,4BR+,2571.0,0.0325
2021-02-05,2021,Villeray,4BR+,2122.0,0.0239
2021-01-19,2021,Villeray,4BR+,2013.0,0.0543
2021-08-16,2021,Villeray,4BR+,2537.0,0.0403
2021-11-28,2021,Villeray,4BR+,2382.0,0.0125
2021-03-30,2021,Villeray,4BR+,2307.0,0.0315
2021-10-22,2021,Villeray,4BR+,2020.0,0.0215
2021-04-17,2021,Villeray,4BR+,2367.0,0.0274
2021-11-02,2021,Villeray,4BR+,2402.0,0.0344
2021-06-29,2021,Villeray,4BR+,2455.0,0.0332
2021-01-19,2021,Villeray,4BR+,2566.0,0.0515
2021-08-17,2021,Villeray,4BR+,2259.0,0.0374
2021-03-20,2021,Villeray,4BR+,2562.0,0.0317
2021-06-05,2021,Villeray,4BR+,2365.0,0.0195
2021-12-07,2021,Villeray,4BR+,2294.0,0.0258
2021-12-30,2021,Villeray,4BR+,2150.0,0.0413
2021-09-20,2021,Villeray,4BR+,2047.0,0.0108
2021-03-16,2021,Villeray,4BR+,2424.0,0.0294
2021-10-10,2021,Villeray,4BR+,2596.0,0.0227
2021-07-07,2021,Villeray,4BR+,2484.0,0.017
2021-11-19,2021,Villeray,4BR+,2183.0,0.0405
2021-04-20,2021,Villeray,4BR+,2467.0,0.033
2021-01-02,2021,Villeray,4BR+,2429.0,0.0229
2021-11-14,2021,Villeray,4BR+,2169.0,0.0224
2021-04-03,2021,Villeray,4BR+,2483.0,0.046
2021-09-06,2021,Villeray,4BR+,2216.0,0.0246
2021-10-04,2021,Villeray,4BR+,2407.0,0.0333
2021-06-18,2021,Villeray,4BR+,2112.0,0.0373
2021-08-31,2021,Villeray,4BR+,2248.0,0.0366
2021-09-10,2021,Villeray,4BR+,2159.0,0.0261
2021-06-26,2021,Villeray,4BR+,2223.0,0.033
2021-08-21,2021,Villeray,4BR+,2058.0,0.0231
2021-05-15,2021,Villeray,4BR+,2496.0,0.0324
2021-10-07,2021,Villeray,4BR+,2297.0,0.01
2021-07-01,2021,Villeray,4BR+,2586.0,0.01
2021-07-15,2021,Villeray,4BR+,2387.0,0.021
2021-07-21,2021,Villeray,4BR+,2396.0,0.0363
2021-05-19,2021,Le Sud-Ouest,Studio,915.0,0.0207
2021-10-31,2021,Le Sud-Ouest,Studio,745.0,0.0438
2021-03-01,2021,Le Sud-Ouest,Studio,794.0,0.0265
2021-12-02,2021,Le Sud-Ouest,Studio,1100.0,0.0357
2021-01-28,2021,Le Sud-Ouest,Studio,1143.0,0.0279
2021-12-22,2021,Le Sud-Ouest,Studio,1036.0,0.012
2021-11-10,2021,Le Sud-Ouest,Studio,1116.0,0.0323
2021-04-19,2021,Le Sud-Ouest,Studio,924.0,0.0361
2021-11-25,2021,Le Sud-Ouest,Studio,1204.0,0.0416
2021-06-21,2021,Le Sud-Ouest,Studio,962.0,0.023
2021-06-05,2021,Le Sud-Ouest,Studio,907.0,0.031
2021-06-03,2021,Le Sud-Ouest,Studio,973.0,0.0378
2021-10-17,2021,Le Sud-Ouest,Studio,1133.0,0.0262
2021-05-13,2021,Le Sud-Ouest,Studio,986.0,0.0402
2021-03-29,2021,Le Sud-Ouest,Studio,921.0,0.0128
2021-06-05,2021,Le Sud-Ouest,Studio,979.0,0.0425
2021-06-08,2021,Le Sud-Ouest,Studio,905.0,0.0536
2021-10-14,2021,Le Sud-Ouest,Studio,974.0,0.0301
2021-07-16,2021,Le Sud-Ouest,Studio,1093.0,0.0219
2021-05-31,2021,Le Sud-Ouest,Studio,966.0,0.0387
2021-12-09,2021,Le Sud-Ouest,Studio,919.0,0.0369
2021-06-07,2021,Le Sud-Ouest,Studio,982.0,0.0321
2021-06-07,2021,Le Sud-Ouest,Studio,895.0,0.0252
2021-12-24,2021,Le Sud-Ouest,Studio,968.0,0.0257
2021-05-26,2021,Le Sud-Ouest,Studio,900.0,0.0213
2021-08-01,2021,Le Sud-Ouest,Studio,891.0,0.0245
2021-05-01,2021,Le Sud-Ouest,Studio,942.0,0.0331
2021-06-28,2021,Le Sud-Ouest,Studio,882.0,0.0168
2021-06-19,2021,Le Sud-Ouest,Studio,921.0,0.0214
2021-07-13,2021,Le Sud-Ouest,Studio,954.0,0.0315
2021-09-26,2021,Le Sud-Ouest,Studio,1073.0,0.0343
2021-06-15,2021,Le Sud-Ouest,Studio,927.0,0.0307
2021-04-08,2021,Le Sud-Ouest,Studio,914.0,0.0349
2021-09-14,2021,Le Sud-Ouest,Studio,908.0,0.0196
2021-09-11,2021,Le Sud-Ouest,Studio,916.0,0.0236
2021-06-10,2021,Le Sud-Ouest,Studio,1088.0,0.0278
2021-05-25,2021,Le Sud-Ouest,Studio,928.0,0.0277
2021-01-31,2021,Le Sud-Ouest,Studio,869.0,0.0198
2021-11-21,2021,Le Sud-Ouest,Studio,996.0,0.0201
2021-01-04,2021,Le Sud-Ouest,Studio,918.0,0.0433
2021-03-06,2021,Le Sud-Ouest,1BR,1298.0,0.0327
2021-09-30,2021,Le Sud-Ouest,1BR,1480.0,0.01
2021-02-02,2021,Le Sud-Ouest,1BR,1226.0,0.019
2021-12-07,2021,Le Sud-Ouest,1BR,1385.0,0.0339
2021-08-24,2021,Le Sud-Ouest,1BR,1215.0,0.0363
2021-09-26,2021,Le Sud-Ouest,1BR,1359.0,0.0185
2021-05-22,2021,Le Sud-Ouest,1BR,1338.0,0.0327
2021-12-23,2021,Le Sud-Ouest,1BR,1336.0,0.0312
2021-09-07,2021,Le Sud-Ouest,1BR,1481.0,0.0267
2021-02-12,2021,Le Sud-Ouest,1BR,1294.0,0.0345
2021-06-25,2021,Le Sud-Ouest,1BR,1142.0,0.0302
2021-07-05,2021,Le Sud-Ouest,1BR,1364.0,0.0159
2021-08-25,2021,Le Sud-Ouest,1BR,1320.0,0.0109
2021-05-24,2021,Le Sud-Ouest,1BR,1497.0,0.0152
2021-07-06,2021,Le Sud-Ouest,1BR,1494.0,0.0119
2021-06-10,2021,Le Sud-Ouest,1BR,1076.0,0.0207
2021-02-15,2021,Le Sud-Ouest,1BR,1625.0,0.036
2021-10-10,2021,Le Sud-Ouest,1BR,1502.0,0.0144
2021-05-01,2021,Le Sud-Ouest,1BR,1314.0,0.0406
2021-09-20,2021,Le Sud-Ouest,1BR,1324.0,0.0298
2021-02-27,2021,Le Sud-Ouest,1BR,1218.0,0.0259
2021-05-01,2021,Le Sud-Ouest,1BR,1264.0,0.0339
2021-12-19,2021,Le Sud-Ouest,1BR,1299.0,0.0227
2021-02-03,2021,Le Sud-Ouest,1BR,1256.0,0.0189
2021-07-16,2021,Le Sud-Ouest,1BR,1064.0,0.0346
2021-04-30,2021,Le Sud-Ouest,1BR,1217.0,0.017
2021-08-09,2021,Le Sud-Ouest,1BR,1243.0,0.0161
2021-05-08,2021,Le Sud-Ouest,1BR,1260.0,0.0359
2021-05-23,2021,Le Sud-Ouest,1BR,1487.0,0.0259
2021-12-29,2021,Le Sud-Ouest,1BR,1557.0,0.0305
2021-01-11,2021,Le Sud-Ouest,1BR,1256.0,0.0218
2021-08-02,2021,Le Sud-Ouest,1BR,1468.0,0.0163
2021-01-06,2021,Le Sud-Ouest,1BR,1216.0,0.0254
2021-01-05,2021,Le Sud-Ouest,1BR,1249.0,0.0309
2021-09-30,2021,Le Sud-Ouest,1BR,1248.0,0.0326
2021-12-13,2021,Le Sud-Ouest,1BR,1445.0,0.0356
2021-07-27,2021,Le Sud-Ouest,1BR,1386.0,0.031
2021-04-22,2021,Le Sud-Ouest,1BR,1414.0,0.0443
2021-08-09,2021,Le Sud-Ouest,1BR,1251.0,0.0133
2021-08-09,2021,Le Sud-Ouest,1BR,1377.0,0.0398
2021-09-15,2021,Le Sud-Ouest,2BR,1362.0,0.031
2021-09-15,2021,Le Sud-Ouest,2BR,1937.0,0.0297
2021-06-22,2021,Le Sud-Ouest,2BR,1751.0,0.0237
2021-08-15,2021,Le Sud-Ouest,2BR,1802.0,0.03
2021-05-06,2021,Le Sud-Ouest,2BR,1892.0,0.0295
2021-06-08,2021,Le Sud-Ouest,2BR,1759.0,0.0263
2021-05-18,2021,Le Sud-Ouest,2BR,1596.0,0.0238
2021-01-31,2021,Le Sud-Ouest,2BR,1739.0,0.0271
2021-09-29,2021,Le Sud-Ouest,2BR,1441.0,0.0393
2021-06-18,2021,Le Sud-Ouest,2BR,1766.0,0.0181
2021-08-23,2021,Le Sud-Ouest,2BR,1518.0,0.0323
2021-03-23,2021,Le Sud-Ouest,2BR,1478.0,0.0362
2021-12-20,2021,Le Sud-Ouest,2BR,1581.0,0.0357
2021-07-16,2021,Le Sud-Ouest,2BR,1668.0,0.0272
2021-03-21,2021,Le Sud-Ouest,2BR,1660.0,0.0313
2021-03-26,2021,Le Sud-Ouest,2BR,1652.0,0.0205
2021-02-02,2021,Le Sud-Ouest,2BR,1690.0,0.01
2021-07-15,2021,Le Sud-Ouest,2BR,1493.0,0.0494
2021-07-16,2021,Le Sud-Ouest,2BR,1852.0,0.0389
2021-08-02,2021,Le Sud-Ouest,2BR,1482.0,0.029
2021-08-21,2021,Le Sud-Ouest,2BR,1725.0,0.0304
2021-03-02,2021,Le Sud-Ouest,2BR,1522.0,0.0444
2021-10-17,2021,Le Sud-Ouest,2BR,1558.0,0.0182
2021-02-16,2021,Le Sud-Ouest,2BR,1824.0,0.0395
2021-03-18,2021,Le Sud-Ouest,2BR,1726.0,0.0194
2021-04-10,2021,Le Sud-Ouest,2BR,1698.0,0.0206
2021-03-09,2021,Le Sud-Ouest,2BR,1648.0,0.0219
2021-01-10,2021,Le Sud-Ouest,2BR,1675.0,0.0366
2021-09-07,2021,Le Sud-Ouest,2BR,1742.0,0.0254
2021-10-23,2021,Le Sud-Ouest,2BR,1710.0,0.0212
2021-07-23,2021,Le Sud-Ouest,2BR,1869.0,0.0113
2021-06-15,2021,Le Sud-Ouest,2BR,1648.0,0.0315
2021-10-06,2021,Le Sud-Ouest,2BR,1578.0,0.025
2021-07-08,2021,Le Sud-Ouest,2BR,1599.0,0.0362
2021-03-02,2021,Le Sud-Ouest,2BR,1811.0,0.0512
2021-01-30,2021,Le Sud-Ouest,2BR,1507.0,0.0285
2021-06-19,2021,Le Sud-Ouest,2BR,1846.0,0.0247
2021-09-14,2021,Le Sud-Ouest,2BR,1598.0,0.018
2021-11-11,2021,Le Sud-Ouest,2BR,1573.0,0.0377
2021-06-02,2021,Le Sud-Ouest,2BR,1390.0,0.012
2021-01-04,2021,Le Sud-Ouest,3BR,2153.0,0.0328
2021-10-28,2021,Le Sud-Ouest,3BR,1884.0,0.0436
2021-10-05,2021,Le Sud-Ouest,3BR,1849.0,0.0303
2021-05-06,2021,Le Sud-Ouest,3BR,2076.0,0.0401
2021-05-15,2021,Le Sud-Ouest,3BR,1926.0,0.0321
2021-06-22,2021,Le Sud-Ouest,3BR,1590.0,0.044
2021-07-01,2021,Le Sud-Ouest,3BR,2254.0,0.0219
2021-05-10,2021,Le Sud-Ouest,3BR,1786.0,0.0302
2021-05-17,2021,Le Sud-Ouest,3BR,1983.0,0.0385
2021-03-25,2021,Le Sud-Ouest,3BR,2021.0,0.0203
2021-07-30,2021,Le Sud-Ouest,3BR,2422.0,0.0188
2021-08-18,2021,Le Sud-Ouest,3BR,1980.0,0.0225
2021-12-19,2021,Le Sud-Ouest,3BR,1938.0,0.0377
2021-02-15,2021,Le Sud-Ouest,3BR,1765.0,0.0333
2021-11-16,2021,Le Sud-Ouest,3BR,2161.0,0.045
2021-03-19,2021,Le Sud-Ouest,3BR,2070.0,0.0325
2021-11-26,2021,Le Sud-Ouest,3BR,2264.0,0.0236
2021-09-18,2021,Le Sud-Ouest,3BR,1963.0,0.0378
2021-05-27,2021,Le Sud-Ouest,3BR,2233.0,0.0143
2021-07-01,2021,Le Sud-Ouest,3BR,1876.0,0.032
2021-05-19,2021,Le Sud-Ouest,3BR,2055.0,0.0289
2021-02-06,2021,Le Sud-Ouest,3BR,1886.0,0.0427
2021-08-06,2021,Le Sud-Ouest,3BR,1895.0,0.0285
2021-08-25,2021,Le Sud-Ouest,3BR,1835.0,0.0259
2021-11-24,2021,Le Sud-Ouest,3BR,1827.0,0.01
2021-12-02,2021,Le Sud-Ouest,3BR,2002.0,0.0312
2021-08-16,2021,Le Sud-Ouest,3BR,2003.0,0.0213
2021-10-09,2021,Le Sud-Ouest,3BR,2135.0,0.0335
2021-10-21,2021,Le Sud-Ouest,3BR,2090.0,0.0126
2021-05-23,2021,Le Sud-Ouest,3BR,2316.0,0.0401
2021-10-14,2021,Le Sud-Ouest,3BR,2062.0,0.0269
2021-09-23,2021,Le Sud-Ouest,3BR,2119.0,0.0246
2021-01-19,2021,Le Sud-Ouest,3BR,2250.0,0.031
2021-10-04,2021,Le Sud-Ouest,3BR,2254.0,0.04
2021-03-22,2021,Le Sud-Ouest,3BR,2020.0,0.0298
2021-11-09,2021,Le Sud-Ouest,3BR,2150.0,0.0264
2021-03-10,2021,Le Sud-Ouest,3BR,2060.0,0.0294
2021-02-24,2021,Le Sud-Ouest,3BR,2113.0,0.0257
2021-11-05,2021,Le Sud-Ouest,3BR,2003.0,0.0243
2021-11-04,2021,Le Sud-Ouest,3BR,2053.0,0.0252
2021-10-13,2021,Le Sud-Ouest,4BR+,2600.0,0.0286
2021-06-13,2021,Le Sud-Ouest,4BR+,2871.0,0.0253
2021-12-31,2021,Le Sud-Ouest,4BR+,2641.0,0.0276
2021-02-05,2021,Le Sud-Ouest,4BR+,2540.0,0.0171
2021-10-28,2021,Le Sud-Ouest,4BR+,2702.0,0.0372
2021-05-20,2021,Le Sud-Ouest,4BR+,2438.0,0.024
2021-12-12,2021,Le Sud-Ouest,4BR+,2680.0,0.0338
2021-06-28,2021,Le Sud-Ouest,4BR+,2279.0,0.0203
2021-04-21,2021,Le Sud-Ouest,4BR+,2673.0,0.0242
2021-07-03,2021,Le Sud-Ouest,4BR+,2446.0,0.0215
2021-07-06,2021,Le Sud-Ouest,4BR+,2717.0,0.01
2021-02-03,2021,Le Sud-Ouest,4BR+,2595.0,0.0378
2021-07-01,2021,Le Sud-Ouest,4BR+,2350.0,0.0346
2021-02-09,2021,Le Sud-Ouest,4BR+,2523.0,0.0298
2021-09-17,2021,Le Sud-Ouest,4BR+,2524.0,0.0382
2021-07-18,2021,Le Sud-Ouest,4BR+,2854.0,0.024
2021-03-03,2021,Le Sud-Ouest,4BR+,2926.0,0.0217
2021-08-31,2021,Le Sud-Ouest,4BR+,2806.0,0.0272
2021-11-22,2021,Le Sud-Ouest,4BR+,2325.0,0.0179
2021-12-09,2021,Le Sud-Ouest,4BR+,2516.0,0.02
2021-02-18,2021,Le Sud-Ouest,4BR+,2562.0,0.0372
2021-01-07,2021,Le Sud-Ouest,4BR+,2368.0,0.0348
2021-05-30,2021,Le Sud-Ouest,4BR+,2543.0,0.01
2021-01-01,2021,Le Sud-Ouest,4BR+,2672.0,0.0334
2021-09-08,2021,Le Sud-Ouest,4BR+,2430.0,0.0223
2021-10-24,2021,Le Sud-Ouest,4BR+,2881.0,0.0306
2021-09-08,2021,Le Sud-Ouest,4BR+,2869.0,0.0327
2021-04-09,2021,Le Sud-Ouest,4BR+,2396.0,0.0358
2021-08-12,2021,Le Sud-Ouest,4BR+,2309.0,0.0234
2021-03-10,2021,Le Sud-Ouest,4BR+,2687.0,0.0338
2021-11-05,2021,Le Sud-Ouest,4BR+,2751.0,0.0353
2021-12-08,2021,Le Sud-Ouest,4BR+,2629.0,0.0182
2021-09-26,2021,Le Sud-Ouest,4BR+,2180.0,0.01
2021-11-06,2021,Le Sud-Ouest,4BR+,2353.0,0.032
2021-07-23,2021,Le Sud-Ouest,4BR+,2411.0,0.0207
2021-01-18,2021,Le Sud-Ouest,4BR+,2595.0,0.0409
2021-09-24,2021,Le Sud-Ouest,4BR+,2842.0,0.0247
2021-04-26,2021,Le Sud-Ouest,4BR+,2628.0,0.0298
2021-08-10,2021,Le Sud-Ouest,4BR+,2782.0,0.0463
2021-06-01,2021,Le Sud-Ouest,4BR+,2499.0,0.0374
2021-12-13,2021,Ahuntsic,Studio,769.0,0.0269
2021-05-01,2021,Ahuntsic,Studio,902.0,0.0399
2021-11-30,2021,Ahuntsic,Studio,828.0,0.0329
2021-04-12,2021,Ahuntsic,Studio,836.0,0.032
2021-02-24,2021,Ahuntsic,Studio,884.0,0.0314
2021-08-27,2021,Ahuntsic,Studio,805.0,0.0203
2021-01-18,2021,Ahuntsic,Studio,853.0,0.0399
2021-10-26,2021,Ahuntsic,Studio,709.0,0.0283
2021-07-23,2021,Ahuntsic,Studio,856.0,0.016
2021-11-06,2021,Ahuntsic,Studio,881.0,0.0357
2021-09-12,2021,Ahuntsic,Studio,786.0,0.0243
2021-04-06,2021,Ahuntsic,Studio,849.0,0.0347
2021-03-07,2021,Ahuntsic,Studio,787.0,0.0418
2021-02-06,2021,Ahuntsic,Studio,806.0,0.0462
2021-10-25,2021,Ahuntsic,Studio,712.0,0.0387
2021-01-11,2021,Ahuntsic,Studio,845.0,0.035
2021-01-03,2021,Ahuntsic,Studio,807.0,0.036
2021-10-18,2021,Ahuntsic,Studio,826.0,0.0547
2021-02-21,2021,Ahuntsic,Studio,838.0,0.0224
2021-09-15,2021,Ahuntsic,Studio,816.0,0.0264
2021-06-20,2021,Ahuntsic,Studio,831.0,0.0463
2021-01-28,2021,Ahuntsic,Studio,829.0,0.027
2021-09-12,2021,Ahuntsic,Studio,764.0,0.0485
2021-10-06,2021,Ahuntsic,Studio,852.0,0.0442
2021-04-22,2021,Ahuntsic,Studio,777.0,0.0307
2021-05-30,2021,Ahuntsic,Studio,870.0,0.0458
2021-03-30,2021,Ahuntsic,Studio,880.0,0.0521
2021-06-23,2021,Ahuntsic,Studio,953.0,0.036
2021-12-30,2021,Ahuntsic,Studio,747.0,0.0363
2021-04-22,2021,Ahuntsic,Studio,765.0,0.0326
2021-07-25,2021,Ahuntsic,Studio,785.0,0.0115
2021-06-25,2021,Ahuntsic,Studio,807.0,0.0381
2021-06-02,2021,Ahuntsic,Studio,694.0,0.0225
2021-06-19,2021,Ahuntsic,Studio,835.0,0.0332
2021-12-02,2021,Ahuntsic,Studio,749.0,0.0148
2021-06-26,2021,Ahuntsic,Studio,806.0,0.0294
2021-05-31,2021,Ahuntsic,Studio,815.0,0.0188
2021-03-07,2021,Ahuntsic,Studio,828.0,0.0429
2021-03-23,2021,Ahuntsic,Studio,931.0,0.0442
2021-05-05,2021,Ahuntsic,Studio,773.0,0.0394
2021-12-23,2021,Ahuntsic,1BR,1144.0,0.0418
2021-03-24,2021,Ahuntsic,1BR,989.0,0.0357
2021-06-11,2021,Ahuntsic,1BR,1084.0,0.0417
2021-12-07,2021,Ahuntsic,1BR,1090.0,0.0209
2021-06-29,2021,Ahuntsic,1BR,1122.0,0.0236
2021-10-08,2021,Ahuntsic,1BR,1134.0,0.0363
2021-10-29,2021,Ahuntsic,1BR,1055.0,0.0208
2021-12-20,2021,Ahuntsic,1BR,1001.0,0.0248
2021-09-18,2021,Ahuntsic,1BR,1128.0,0.0279
2021-10-31,2021,Ahuntsic,1BR,1144.0,0.033
2021-01-18,2021,Ahuntsic,1BR,1185.0,0.0398
2021-01-08,2021,Ahuntsic,1BR,1066.0,0.0319
2021-02-10,2021,Ahuntsic,1BR,1192.0,0.0269
2021-07-15,2021,Ahuntsic,1BR,1097.0,0.0256
2021-11-19,2021,Ahuntsic,1BR,1110.0,0.0187
2021-06-30,2021,Ahuntsic,1BR,1025.0,0.0168
2021-03-08,2021,Ahuntsic,1BR,1161.0,0.01
2021-05-19,2021,Ahuntsic,1BR,1207.0,0.027
2021-09-30,2021,Ahuntsic,1BR,1070.0,0.0488
2021-04-07,2021,Ahuntsic,1BR,1110.0,0.0245
2021-05-17,2021,Ahuntsic,1BR,1213.0,0.0494
2021-10-30,2021,Ahuntsic,1BR,1158.0,0.0279
2021-02-17,2021,Ahuntsic,1BR,1003.0,0.0354
2021-04-11,2021,Ahuntsic,1BR,1072.0,0.0409
2021-05-16,2021,Ahuntsic,1BR,1211.0,0.0395
2021-01-01,2021,Ahuntsic,1BR,995.0,0.0421
2021-09-23,2021,Ahuntsic,1BR,1118.0,0.0337
2021-09-19,2021,Ahuntsic,1BR,965.0,0.0519
2021-08-22,2021,Ahuntsic,1BR,1025.0,0.01
2021-11-16,2021,Ahuntsic,1BR,1161.0,0.0459
2021-03-12,2021,Ahuntsic,1BR,1008.0,0.03
2021-07-07,2021,Ahuntsic,1BR,1068.0,0.0156
2021-08-27,2021,Ahuntsic,1BR,1143.0,0.0384
2021-11-15,2021,Ahuntsic,1BR,998.0,0.0193
2021-10-01,2021,Ahuntsic,1BR,1010.0,0.0323
2021-05-19,2021,Ahuntsic,1BR,1059.0,0.0314
2021-05-14,2021,Ahuntsic,1BR,1208.0,0.0293
2021-12-31,2021,Ahuntsic,1BR,1133.0,0.0274
2021-11-17,2021,Ahuntsic,1BR,1214.0,0.0445
2021-07-27,2021,Ahuntsic,1BR,1069.0,0.025
2021-10-06,2021,Ahuntsic,2BR,1444.0,0.01
2021-09-05,2021,Ahuntsic,2BR,1429.0,0.0546
2021-04-08,2021,Ahuntsic,2BR,1372.0,0.0317
2021-11-04,2021,Ahuntsic,2BR,1350.0,0.0372
2021-05-20,2021,Ahuntsic,2BR,1366.0,0.0366
2021-01-31,2021,Ahuntsic,2BR,1491.0,0.0146
2021-09-15,2021,Ahuntsic,2BR,1382.0,0.0204
2021-11-11,2021,Ahuntsic,2BR,1168.0,0.0336
2021-10-15,2021,Ahuntsic,2BR,1310.0,0.035
2021-12-10,2021,Ahuntsic,2BR,1465.0,0.0211
2021-05-08,2021,Ahuntsic,2BR,1497.0,0.0476
2021-04-17,2021,Ahuntsic,2BR,1465.0,0.0276
2021-09-02,2021,Ahuntsic,2BR,1492.0,0.0234
2021-04-22,2021,Ahuntsic,2BR,1486.0,0.0394
2021-01-13,2021,Ahuntsic,2BR,1394.0,0.0499
2021-09-29,2021,Ahuntsic,2BR,1422.0,0.0446
2021-10-23,2021,Ahuntsic,2BR,1158.0,0.0387
2021-01-15,2021,Ahuntsic,2BR,1403.0,0.0273
2021-04-29,2021,Ahuntsic,2BR,1330.0,0.0425
2021-12-02,2021,Ahuntsic,2BR,1415.0,0.0204
2021-09-09,2021,Ahuntsic,2BR,1436.0,0.0292
2021-11-10,2021,Ahuntsic,2BR,1422.0,0.0291
2021-10-22,2021,Ahuntsic,2BR,1566.0,0.0345
2021-12-28,2021,Ahuntsic,2BR,1345.0,0.0305
2021-05-22,2021,Ahuntsic,2BR,1335.0,0.0349
2021-11-12,2021,Ahuntsic,2BR,1380.0,0.0358
2021-06-28,2021,Ahuntsic,2BR,1522.0,0.0382
2021-07-23,2021,Ahuntsic,2BR,1363.0,0.0206
2021-03-13,2021,Ahuntsic,2BR,1280.0,0.0372
2021-09-20,2021,Ahuntsic,2BR,1298.0,0.0217
2021-09-07,2021,Ahuntsic,2BR,1465.0,0.02
2021-03-14,2021,Ahuntsic,2BR,1609.0,0.0476
2021-07-12,2021,Ahuntsic,2BR,1493.0,0.0331
2021-07-22,2021,Ahuntsic,2BR,1241.0,0.0251
2021-09-24,2021,Ahuntsic,2BR,1335.0,0.0304
2021-12-10,2021,Ahuntsic,2BR,1654.0,0.0375
2021-02-17,2021,Ahuntsic,2BR,1530.0,0.0158
2021-06-02,2021,Ahuntsic,2BR,1265.0,0.0169
2021-04-04,2021,Ahuntsic,2BR,1476.0,0.0576
2021-10-12,2021,Ahuntsic,2BR,1295.0,0.0329
2021-05-15,2021,Ahuntsic,3BR,1581.0,0.034
2021-08-25,2021,Ahuntsic,3BR,1852.0,0.0287
2021-05-12,2021,Ahuntsic,3BR,1822.0,0.0338
2021-05-06,2021,Ahuntsic,3BR,1717.0,0.0219
2021-10-23,2021,Ahuntsic,3BR,1608.0,0.0328
2021-02-25,2021,Ahuntsic,3BR,1515.0,0.0483
2021-11-22,2021,Ahuntsic,3BR,2089.0,0.0497
2021-12-23,2021,Ahuntsic,3BR,1772.0,0.0291
2021-05-06,2021,Ahuntsic,3BR,1748.0,0.0276
2021-03-24,2021,Ahuntsic,3BR,1733.0,0.0291
2021-04-05,2021,Ahuntsic,3BR,1658.0,0.0106
2021-08-05,2021,Ahuntsic,3BR,1950.0,0.01
2021-01-17,2021,Ahuntsic,3BR,1616.0,0.0406
2021-06-14,2021,Ahuntsic,3BR,1899.0,0.031
2021-02-04,2021,Ahuntsic,3BR,1769.0,0.0415
2021-05-18,2021,Ahuntsic,3BR,1820.0,0.0301
2021-02-28,2021,Ahuntsic,3BR,2106.0,0.0484
2021-11-04,2021,Ahuntsic,3BR,1987.0,0.0278
2021-01-21,2021,Ahuntsic,3BR,1590.0,0.0381
2021-01-23,2021,Ahuntsic,3BR,1617.0,0.0257
2021-03-10,2021,Ahuntsic,3BR,1722.0,0.0336
2021-10-20,2021,Ahuntsic,3BR,1495.0,0.0364
2021-08-04,2021,Ahuntsic,3BR,1689.0,0.0229
2021-12-09,2021,Ahuntsic,3BR,1726.0,0.0148
2021-06-16,2021,Ahuntsic,3BR,1810.0,0.017
2021-02-19,2021,Ahuntsic,3BR,1701.0,0.0371
2021-12-14,2021,Ahuntsic,3BR,1742.0,0.0279
2021-11-05,2021,Ahuntsic,3BR,1801.0,0.0361
2021-12-06,2021,Ahuntsic,3BR,1638.0,0.0164
2021-05-30,2021,Ahuntsic,3BR,1424.0,0.01
2021-06-26,2021,Ahuntsic,3BR,1904.0,0.0367
2021-01-07,2021,Ahuntsic,3BR,2012.0,0.0259
