date,year,borough,property_type,sale_price,days_on_market
2021-04-09,2021,Mercier,Triplex,731000.0,44
2021-08-01,2021,Mercier,Triplex,640000.0,58
2021-06-24,2021,Mercier,Triplex,591000.0,79
2021-11-15,2021,Mercier,Triplex,774000.0,61
2021-05-13,2021,Villeray,Condo,423000.0,31
2021-07-29,2021,Villeray,Condo,359000.0,38
2021-03-31,2021,Villeray,Condo,494000.0,34
2021-05-31,2021,Villeray,Condo,357000.0,64
2021-03-23,2021,Villeray,Condo,399000.0,39
2021-02-19,2021,Villeray,Condo,418000.0,25
2021-10-26,2021,Villeray,Condo,352000.0,22
2021-10-27,2021,Villeray,Condo,352000.0,48
2021-07-31,2021,Villeray,Condo,451000.0,69
2021-11-06,2021,Villeray,Condo,356000.0,31
2021-08-28,2021,Villeray,Condo,280000.0,36
2021-10-11,2021,Villeray,Condo,398000.0,32
2021-09-18,2021,Villeray,Condo,404000.0,30
2021-11-04,2021,Villeray,Condo,411000.0,31
2021-04-17,2021,Villeray,Condo,341000.0,43
2021-08-07,2021,Villeray,Condo,432000.0,34
2021-03-07,2021,Villeray,Condo,449000.0,16
2021-02-09,2021,Villeray,Condo,420000.0,49
2021-02-20,2021,Villeray,Condo,472000.0,38
2021-07-30,2021,Villeray,Condo,481000.0,46
2021-02-18,2021,Villeray,Duplex,626000.0,31
2021-12-27,2021,Villeray,Duplex,592000.0,68
2021-10-08,2021,Villeray,Duplex,762000.0,44
2021-11-05,2021,Villeray,Duplex,743000.0,67
2021-01-20,2021,Villeray,Duplex,702000.0,38
2021-08-12,2021,Villeray,Duplex,632000.0,58
2021-08-29,2021,Villeray,Duplex,695000.0,37
2021-11-07,2021,Villeray,Duplex,796000.0,60
2021-02-28,2021,Villeray,Duplex,719000.0,51
2021-07-26,2021,Villeray,Duplex,724000.0,44
2021-06-06,2021,Villeray,Duplex,578000.0,16
2021-11-06,2021,Villeray,Duplex,631000.0,47
2021-07-27,2021,Villeray,Duplex,791000.0,12
2021-07-24,2021,Villeray,Duplex,697000.0,52
2021-03-13,2021,Villeray,Duplex,624000.0,38
2021-08-02,2021,Villeray,Duplex,647000.0,42
2021-10-07,2021,Villeray,Duplex,668000.0,39
2021-06-05,2021,Villeray,Duplex,616000.0,61
2021-11-18,2021,Villeray,Duplex,546000.0,31
2021-01-19,2021,Villeray,Duplex,570000.0,71
2021-01-11,2021,Villeray,Single-Family,561000.0,30
2021-01-27,2021,Villeray,Single-Family,675000.0,49
2021-08-21,2021,Villeray,Single-Family,523000.0,21
2021-02-08,2021,Villeray,Single-Family,716000.0,23
2021-01-21,2021,Villeray,Single-Family,540000.0,73
2021-02-12,2021,Villeray,Single-Family,453000.0,37
2021-07-24,2021,Villeray,Single-Family,609000.0,38
2021-04-23,2021,Villeray,Single-Family,594000.0,34
2021-10-12,2021,Villeray,Single-Family,522000.0,43
2021-04-29,2021,Villeray,Single-Family,559000.0,44
2021-11-29,2021,Villeray,Single-Family,550000.0,55
2021-11-22,2021,Villeray,Single-Family,547000.0,41
2021-12-12,2021,Villeray,Single-Family,667000.0,32
2021-02-12,2021,Villeray,Single-Family,674000.0,15
2021-06-27,2021,Villeray,Single-Family,477000.0,22
2021-03-12,2021,Villeray,Single-Family,568000.0,46
2021-06-09,2021,Villeray,Single-Family,465000.0,47
2021-06-20,2021,Villeray,Single-Family,453000.0,39
2021-05-30,2021,Villeray,Single-Family,609000.0,31
2021-11-01,2021,Villeray,Single-Family,468000.0,39
2021-07-06,2021,Villeray,Triplex,895000.0,41
2021-03-22,2021,Villeray,Triplex,990000.0,46
2021-05-23,2021,Villeray,Triplex,869000.0,28
2021-05-16,2021,Villeray,Triplex,748000.0,28
2021-10-07,2021,Villeray,Triplex,727000.0,49
2021-07-28,2021,Villeray,Triplex,647000.0,77
2021-02-23,2021,Villeray,Triplex,745000.0,54
2021-08-20,2021,Villeray,Triplex,648000.0,52
2021-07-31,2021,Villeray,Triplex,927000.0,24
2021-05-11,2021,Villeray,Triplex,845000.0,40
2021-10-05,2021,Villeray,Triplex,1021000.0,25
2021-07-16,2021,Villeray,Triplex,751000.0,49
2021-06-25,2021,Villeray,Triplex,683000.0,69
2021-01-24,2021,Villeray,Triplex,840000.0,27
2021-11-01,2021,Villeray,Triplex,887000.0,50
2021-04-20,2021,Villeray,Triplex,1022000.0,63
2021-07-24,2021,Villeray,Triplex,987000.0,30
2021-06-07,2021,Villeray,Triplex,919000.0,39
2021-09-09,2021,Villeray,Triplex,821000.0,40
2021-12-20,2021,Villeray,Triplex,722000.0,45
2021-12-10,2021,Le Sud-Ouest,Condo,478000.0,32
2021-01-29,2021,Le Sud-Ouest,Condo,394000.0,32
2021-06-19,2021,Le Sud-Ouest,Condo,323000.0,40
2021-02-12,2021,Le Sud-Ouest,Condo,459000.0,34
2021-01-09,2021,Le Sud-Ouest,Condo,474000.0,29
2021-02-26,2021,Le Sud-Ouest,Condo,331000.0,40
2021-03-09,2021,Le Sud-Ouest,Condo,469000.0,55
2021-04-21,2021,Le Sud-Ouest,Condo,412000.0,43
2021-12-17,2021,Le Sud-Ouest,Condo,454000.0,30
2021-06-20,2021,Le Sud-Ouest,Condo,483000.0,7
2021-11-20,2021,Le Sud-Ouest,Condo,486000.0,45
2021-10-12,2021,Le Sud-Ouest,Condo,408000.0,19
2021-09-13,2021,Le Sud-Ouest,Condo,454000.0,45
2021-02-15,2021,Le Sud-Ouest,Condo,443000.0,41
2021-02-05,2021,Le Sud-Ouest,Condo,403000.0,43
2021-07-02,2021,Le Sud-Ouest,Condo,453000.0,62
2021-03-23,2021,Le Sud-Ouest,Condo,543000.0,66
2021-02-18,2021,Le Sud-Ouest,Condo,377000.0,43
2021-12-11,2021,Le Sud-Ouest,Condo,508000.0,15
2021-05-25,2021,Le Sud-Ouest,Condo,396000.0,46
2021-08-11,2021,Le Sud-Ouest,Duplex,737000.0,22
2021-11-02,2021,Le Sud-Ouest,Duplex,714000.0,25
2021-10-05,2021,Le Sud-Ouest,Duplex,650000.0,54
2021-11-19,2021,Le Sud-Ouest,Duplex,646000.0,33
2021-10-19,2021,Le Sud-Ouest,Duplex,853000.0,25
2021-12-05,2021,Le Sud-Ouest,Duplex,675000.0,34
2021-04-29,2021,Le Sud-Ouest,Duplex,696000.0,38
2021-07-27,2021,Le Sud-Ouest,Duplex,681000.0,46
2021-02-15,2021,Le Sud-Ouest,Duplex,752000.0,45
2021-09-08,2021,Le Sud-Ouest,Duplex,655000.0,38
2021-09-07,2021,Le Sud-Ouest,Duplex,596000.0,61
2021-06-25,2021,Le Sud-Ouest,Duplex,810000.0,50
2021-11-02,2021,Le Sud-Ouest,Duplex,670000.0,42
2021-10-06,2021,Le Sud-Ouest,Duplex,651000.0,23
2021-10-18,2021,Le Sud-Ouest,Duplex,721000.0,47
2021-08-04,2021,Le Sud-Ouest,Duplex,577000.0,30
2021-10-08,2021,Le Sud-Ouest,Duplex,637000.0,39
2021-08-18,2021,Le Sud-Ouest,Duplex,661000.0,62
2021-06-22,2021,Le Sud-Ouest,Duplex,692000.0,22
2021-08-03,2021,Le Sud-Ouest,Duplex,859000.0,25
2021-12-22,2021,Le Sud-Ouest,Single-Family,700000.0,46
2021-08-16,2021,Le Sud-Ouest,Single-Family,495000.0,28
2021-01-22,2021,Le Sud-Ouest,Single-Family,643000.0,43
2021-02-13,2021,Le Sud-Ouest,Single-Family,633000.0,10
2021-09-22,2021,Le Sud-Ouest,Single-Family,715000.0,51
2021-03-20,2021,Le Sud-Ouest,Single-Family,750000.0,41
2021-07-14,2021,Le Sud-Ouest,Single-Family,647000.0,49
2021-12-22,2021,Le Sud-Ouest,Single-Family,661000.0,21
2021-02-27,2021,Le Sud-Ouest,Single-Family,781000.0,12
2021-05-05,2021,Le Sud-Ouest,Single-Family,684000.0,23
2021-01-13,2021,Le Sud-Ouest,Single-Family,714000.0,61
2021-09-07,2021,Le Sud-Ouest,Single-Family,561000.0,55
2021-01-28,2021,Le Sud-Ouest,Single-Family,624000.0,23
2021-07-22,2021,Le Sud-Ouest,Single-Family,679000.0,53
2021-12-03,2021,Le Sud-Ouest,Single-Family,611000.0,62
2021-12-06,2021,Le Sud-Ouest,Single-Family,567000.0,23
2021-08-23,2021,Le Sud-Ouest,Single-Family,682000.0,52
2021-11-02,2021,Le Sud-Ouest,Single-Family,623000.0,27
2021-08-05,2021,Le Sud-Ouest,Single-Family,604000.0,18
2021-07-17,2021,Le Sud-Ouest,Single-Family,554000.0,34
2021-10-12,2021,Le Sud-Ouest,Triplex,924000.0,39
2021-08-04,2021,Le Sud-Ouest,Triplex,881000.0,35
2021-09-26,2021,Le Sud-Ouest,Triplex,1116000.0,41
2021-01-17,2021,Le Sud-Ouest,Triplex,873000.0,29
2021-12-18,2021,Le Sud-Ouest,Triplex,895000.0,40
2021-05-11,2021,Le Sud-Ouest,Triplex,916000.0,42
2021-03-21,2021,Le Sud-Ouest,Triplex,1030000.0,43
2021-04-21,2021,Le Sud-Ouest,Triplex,844000.0,53
2021-12-30,2021,Le Sud-Ouest,Triplex,880000.0,19
2021-02-01,2021,Le Sud-Ouest,Triplex,926000.0,35
2021-01-22,2021,Le Sud-Ouest,Triplex,993000.0,45
2021-06-21,2021,Le Sud-Ouest,Triplex,1105000.0,26
2021-02-21,2021,Le Sud-Ouest,Triplex,949000.0,47
2021-07-11,2021,Le Sud-Ouest,Triplex,1203000.0,29
2021-06-25,2021,Le Sud-Ouest,Triplex,939000.0,37
2021-03-12,2021,Le Sud-Ouest,Triplex,1092000.0,50
2021-03-13,2021,Le Sud-Ouest,Triplex,1019000.0,40
2021-12-17,2021,Le Sud-Ouest,Triplex,971000.0,33
2021-03-05,2021,Le Sud-Ouest,Triplex,945000.0,45
2021-08-15,2021,Le Sud-Ouest,Triplex,915000.0,27
2021-01-01,2021,Ahuntsic,Condo,359000.0,42
2021-06-01,2021,Ahuntsic,Condo,397000.0,51
2021-04-13,2021,Ahuntsic,Condo,417000.0,26
2021-11-20,2021,Ahuntsic,Condo,355000.0,48
2021-05-16,2021,Ahuntsic,Condo,362000.0,32
2021-08-20,2021,Ahuntsic,Condo,381000.0,43
2021-07-25,2021,Ahuntsic,Condo,391000.0,36
2021-12-03,2021,Ahuntsic,Condo,426000.0,33
2021-02-25,2021,Ahuntsic,Condo,317000.0,29
2021-03-23,2021,Ahuntsic,Condo,360000.0,45
2021-03-20,2021,Ahuntsic,Condo,404000.0,64
2021-06-01,2021,Ahuntsic,Condo,309000.0,15
2021-01-17,2021,Ahuntsic,Condo,342000.0,63
2021-10-03,2021,Ahuntsic,Condo,451000.0,36
2021-01-25,2021,Ahuntsic,Condo,392000.0,40
2021-08-31,2021,Ahuntsic,Condo,396000.0,39
2021-04-16,2021,Ahuntsic,Condo,432000.0,20
2021-12-02,2021,Ahuntsic,Condo,351000.0,55
2021-08-16,2021,Ahuntsic,Condo,375000.0,26
2021-07-02,2021,Ahuntsic,Condo,347000.0,51
2021-05-03,2021,Ahuntsic,Duplex,702000.0,52
2021-07-22,2021,Ahuntsic,Duplex,636000.0,28
2021-05-25,2021,Ahuntsic,Duplex,666000.0,40
2021-11-23,2021,Ahuntsic,Duplex,752000.0,68
2021-02-25,2021,Ahuntsic,Duplex,502000.0,36
2021-09-05,2021,Ahuntsic,Duplex,706000.0,56
2021-01-21,2021,Ahuntsic,Duplex,513000.0,55
2021-08-13,2021,Ahuntsic,Duplex,668000.0,54
2021-06-10,2021,Ahuntsic,Duplex,605000.0,60
2021-02-02,2021,Ahuntsic,Duplex,588000.0,62
2021-11-24,2021,Ahuntsic,Duplex,563000.0,60
2021-06-29,2021,Ahuntsic,Duplex,635000.0,61
2021-09-10,2021,Ahuntsic,Duplex,542000.0,55
2021-06-27,2021,Ahuntsic,Duplex,765000.0,33
2021-05-15,2021,Ahuntsic,Duplex,523000.0,62
2021-09-30,2021,Ahuntsic,Duplex,570000.0,64
2021-08-10,2021,Ahuntsic,Duplex,569000.0,35
2021-12-27,2021,Ahuntsic,Duplex,576000.0,46
2021-03-21,2021,Ahuntsic,Duplex,734000.0,61
2021-06-28,2021,Ahuntsic,Duplex,582000.0,71
2021-01-02,2021,Ahuntsic,Single-Family,532000.0,33
2021-07-14,2021,Ahuntsic,Single-Family,475000.0,44
2021-06-14,2021,Ahuntsic,Single-Family,547000.0,81
2021-02-25,2021,Ahuntsic,Single-Family,428000.0,55
2021-08-04,2021,Ahuntsic,Single-Family,570000.0,42
2021-08-14,2021,Ahuntsic,Single-Family,457000.0,22
2021-11-13,2021,Ahuntsic,Single-Family,598000.0,56
2021-11-07,2021,Ahuntsic,Single-Family,623000.0,51
2021-05-19,2021,Ahuntsic,Single-Family,509000.0,61
2021-11-19,2021,Ahuntsic,Single-Family,537000.0,60
2021-05-11,2021,Ahuntsic,Single-Family,441000.0,86
2021-10-28,2021,Ahuntsic,Single-Family,504000.0,43
2021-04-27,2021,Ahuntsic,Single-Family,548000.0,27
2021-11-21,2021,Ahuntsic,Single-Family,469000.0,63
2021-10-22,2021,Ahuntsic,Single-Family,550000.0,49
2021-12-18,2021,Ahuntsic,Single-Family,476000.0,45
2021-07-26,2021,Ahuntsic,Single-Family,585000.0,56
2021-11-08,2021,Ahuntsic,Single-Family,535000.0,34
2021-08-16,2021,Ahuntsic,Single-Family,535000.0,49
2021-04-07,2021,Ahuntsic,Single-Family,454000.0,54
2021-12-21,2021,Ahuntsic,Triplex,697000.0,60
2021-05-25,2021,Ahuntsic,Triplex,686000.0,62
2021-10-10,2021,Ahuntsic,Triplex,875000.0,53
2021-09-13,2021,Ahuntsic,Triplex,917000.0,29
2021-11-01,2021,Ahuntsic,Triplex,774000.0,46
2021-05-26,2021,Ahuntsic,Triplex,716000.0,51
2021-12-10,2021,Ahuntsic,Triplex,761000.0,59
2021-06-14,2021,Ahuntsic,Triplex,650000.0,44
2021-03-14,2021,Ahuntsic,Triplex,723000.0,32
2021-07-20,2021,Ahuntsic,Triplex,838000.0,53
2021-08-02,2021,Ahuntsic,Triplex,702000.0,90
2021-06-23,2021,Ahuntsic,Triplex,840000.0,35
2021-12-26,2021,Ahuntsic,Triplex,685000.0,51
2021-09-28,2021,Ahuntsic,Triplex,733000.0,53
2021-11-11,2021,Ahuntsic,Triplex,790000.0,45
2021-02-09,2021,Ahuntsic,Triplex,714000.0,48
2021-09-20,2021,Ahuntsic,Triplex,806000.0,26
2021-10-03,2021,Ahuntsic,Triplex,807000.0,55
2021-12-19,2021,Ahuntsic,Triplex,813000.0,27
2021-02-11,2021,Ahuntsic,Triplex,617000.0,61
2021-04-20,2021,Lachine,Condo,375000.0,71
2021-10-06,2021,Lachine,Condo,420000.0,38
2021-02-20,2021,Lachine,Condo,394000.0,57
2021-10-08,2021,Lachine,Condo,346000.0,39
2021-06-15,2021,Lachine,Condo,334000.0,53
2021-04-19,2021,Lachine,Condo,335000.0,34
2021-01-19,2021,Lachine,Condo,338000.0,61
2021-02-11,2021,Lachine,Condo,366000.0,49
2021-11-02,2021,Lachine,Condo,331000.0,61
2021-08-13,2021,Lachine,Condo,298000.0,53
2021-10-13,2021,Lachine,Condo,275000.0,40
2021-03-31,2021,Lachine,Condo,367000.0,65
2021-02-09,2021,Lachine,Condo,287000.0,23
2021-04-05,2021,Lachine,Condo,384000.0,58
2021-11-26,2021,Lachine,Condo,318000.0,24
2021-08-05,2021,Lachine,Condo,417000.0,52
2021-07-18,2021,Lachine,Condo,300000.0,26
2021-07-03,2021,Lachine,Condo,337000.0,52
2021-06-05,2021,Lachine,Condo,439000.0,65
2021-10-31,2021,Lachine,Condo,334000.0,17
2021-02-21,2021,Lachine,Duplex,657000.0,52
2021-12-17,2021,Lachine,Duplex,592000.0,59
2021-03-10,2021,Lachine,Duplex,603000.0,45
2021-11-23,2021,Lachine,Duplex,448000.0,32
2021-09-22,2021,Lachine,Duplex,498000.0,51
2021-10-20,2021,Lachine,Duplex,540000.0,77
2021-03-04,2021,Lachine,Duplex,597000.0,71
2021-11-18,2021,Lachine,Duplex,550000.0,35
2021-09-15,2021,Lachine,Duplex,359000.0,48
2021-11-25,2021,Lachine,Duplex,573000.0,21
2021-06-24,2021,Lachine,Duplex,634000.0,39
2021-05-08,2021,Lachine,Duplex,612000.0,54
2021-01-20,2021,Lachine,Duplex,460000.0,58
2021-08-26,2021,Lachine,Duplex,572000.0,46
2021-08-31,2021,Lachine,Duplex,550000.0,92
2021-03-18,2021,Lachine,Duplex,514000.0,54
2021-02-09,2021,Lachine,Duplex,572000.0,62
2021-09-06,2021,Lachine,Duplex,625000.0,69
2021-03-26,2021,Lachine,Duplex,553000.0,41
2021-05-31,2021,Lachine,Duplex,451000.0,28
2021-12-24,2021,Lachine,Single-Family,442000.0,80
2021-03-11,2021,Lachine,Single-Family,619000.0,71
2021-02-27,2021,Lachine,Single-Family,489000.0,74
2021-09-13,2021,Lachine,Single-Family,546000.0,51
2021-07-20,2021,Lachine,Single-Family,472000.0,44
2021-12-12,2021,Lachine,Single-Family,477000.0,68
2021-12-03,2021,Lachine,Single-Family,562000.0,50
2021-03-29,2021,Lachine,Single-Family,611000.0,31
2021-10-12,2021,Lachine,Single-Family,461000.0,52
2021-08-23,2021,Lachine,Single-Family,529000.0,40
2021-02-19,2021,Lachine,Single-Family,432000.0,34
2021-10-16,2021,Lachine,Single-Family,447000.0,41
2021-11-19,2021,Lachine,Single-Family,467000.0,44
2021-08-11,2021,Lachine,Single-Family,482000.0,51
2021-10-27,2021,Lachine,Single-Family,683000.0,61
2021-11-14,2021,Lachine,Single-Family,537000.0,37
2021-10-31,2021,Lachine,Single-Family,487000.0,61
2021-11-09,2021,Lachine,Single-Family,542000.0,63
2021-11-30,2021,Lachine,Single-Family,498000.0,83
2021-10-21,2021,Lachine,Single-Family,512000.0,70
2021-10-05,2021,Lachine,Triplex,677000.0,59
2021-07-15,2021,Lachine,Triplex,617000.0,44
2021-11-21,2021,Lachine,Triplex,887000.0,59
2021-11-03,2021,Lachine,Triplex,733000.0,52
2021-05-25,2021,Lachine,Triplex,853000.0,20
2021-07-04,2021,Lachine,Triplex,670000.0,44
2021-08-23,2021,Lachine,Triplex,609000.0,59
2021-10-18,2021,Lachine,Triplex,696000.0,72
2021-04-28,2021,Lachine,Triplex,822000.0,79
2021-08-29,2021,Lachine,Triplex,643000.0,53
2021-05-04,2021,Lachine,Triplex,620000.0,66
2021-06-07,2021,Lachine,Triplex,657000.0,40
2021-06-11,2021,Lachine,Triplex,760000.0,76
2021-02-16,2021,Lachine,Triplex,719000.0,45
2021-05-25,2021,Lachine,Triplex,709000.0,71
2021-02-08,2021,Lachine,Triplex,777000.0,73
2021-05-24,2021,Lachine,Triplex,658000.0,43
2021-08-30,2021,Lachine,Triplex,500000.0,49
2021-09-21,2021,Lachine,Triplex,892000.0,36
2021-03-19,2021,Lachine,Triplex,559000.0,31
2022-06-19,2022,Plateau-Mont-Royal,Condo,399000.0,34
2022-02-02,2022,Plateau-Mont-Royal,Condo,548000.0,45
2022-09-30,2022,Plateau-Mont-Royal,Condo,398000.0,45
2022-12-17,2022,Plateau-Mont-Royal,Condo,584000.0,36
2022-01-26,2022,Plateau-Mont-Royal,Condo,618000.0,44
2022-08-14,2022,Plateau-Mont-Royal,Condo,725000.0,46
2022-02-18,2022,Plateau-Mont-Royal,Condo,536000.0,28
2022-12-21,2022,Plateau-Mont-Royal,Condo,456000.0,71
2022-01-14,2022,Plateau-Mont-Royal,Condo,696000.0,49
2022-11-21,2022,Plateau-Mont-Royal,Condo,587000.0,23
2022-11-06,2022,Plateau-Mont-Royal,Condo,603000.0,22
2022-01-04,2022,Plateau-Mont-Royal,Condo,459000.0,40
2022-06-19,2022,Plateau-Mont-Royal,Condo,648000.0,21
2022-02-05,2022,Plateau-Mont-Royal,Condo,594000.0,40
2022-12-13,2022,Plateau-Mont-Royal,Condo,645000.0,12
2022-03-03,2022,Plateau-Mont-Royal,Condo,499000.0,27
2022-04-09,2022,Plateau-Mont-Royal,Condo,573000.0,22
2022-03-29,2022,Plateau-Mont-Royal,Condo,523000.0,12
2022-06-02,2022,Plateau-Mont-Royal,Condo,519000.0,26
2022-05-01,2022,Plateau-Mont-Royal,Condo,535000.0,41
2022-09-26,2022,Plateau-Mont-Royal,Duplex,661000.0,24
2022-04-11,2022,Plateau-Mont-Royal,Duplex,891000.0,60
2022-07-09,2022,Plateau-Mont-Royal,Duplex,835000.0,19
2022-06-26,2022,Plateau-Mont-Royal,Duplex,798000.0,37
2022-08-11,2022,Plateau-Mont-Royal,Duplex,1032000.0,34
2022-12-01,2022,Plateau-Mont-Royal,Duplex,795000.0,56
2022-01-24,2022,Plateau-Mont-Royal,Duplex,903000.0,44
2022-12-24,2022,Plateau-Mont-Royal,Duplex,1055000.0,23
2022-08-18,2022,Plateau-Mont-Royal,Duplex,980000.0,54
2022-05-15,2022,Plateau-Mont-Royal,Duplex,746000.0,45
2022-04-10,2022,Plateau-Mont-Royal,Duplex,1008000.0,37
2022-05-21,2022,Plateau-Mont-Royal,Duplex,794000.0,11
2022-10-26,2022,Plateau-Mont-Royal,Duplex,866000.0,25
2022-12-09,2022,Plateau-Mont-Royal,Duplex,874000.0,22
2022-07-18,2022,Plateau-Mont-Royal,Duplex,960000.0,46
2022-02-27,2022,Plateau-Mont-Royal,Duplex,831000.0,38
2022-01-25,2022,Plateau-Mont-Royal,Duplex,901000.0,32
2022-02-13,2022,Plateau-Mont-Royal,Duplex,691000.0,34
2022-12-24,2022,Plateau-Mont-Royal,Duplex,933000.0,33
2022-12-31,2022,Plateau-Mont-Royal,Duplex,733000.0,48
2022-07-23,2022,Plateau-Mont-Royal,Single-Family,658000.0,41
2022-12-14,2022,Plateau-Mont-Royal,Single-Family,710000.0,48
2022-11-08,2022,Plateau-Mont-Royal,Single-Family,579000.0,13
2022-01-21,2022,Plateau-Mont-Royal,Single-Family,838000.0,43
2022-08-21,2022,Plateau-Mont-Royal,Single-Family,590000.0,60
2022-07-18,2022,Plateau-Mont-Royal,Single-Family,789000.0,53
2022-01-10,2022,Plateau-Mont-Royal,Single-Family,732000.0,49
2022-04-22,2022,Plateau-Mont-Royal,Single-Family,645000.0,38
2022-04-01,2022,Plateau-Mont-Royal,Single-Family,857000.0,11
2022-03-17,2022,Plateau-Mont-Royal,Single-Family,797000.0,38
2022-09-22,2022,Plateau-Mont-Royal,Single-Family,707000.0,23
2022-06-23,2022,Plateau-Mont-Royal,Single-Family,747000.0,43
2022-02-14,2022,Plateau-Mont-Royal,Single-Family,718000.0,39
2022-04-19,2022,Plateau-Mont-Royal,Single-Family,793000.0,31
2022-10-27,2022,Plateau-Mont-Royal,Single-Family,712000.0,5
2022-04-28,2022,Plateau-Mont-Royal,Single-Family,776000.0,36
2022-09-23,2022,Plateau-Mont-Royal,Single-Family,851000.0,57
2022-08-22,2022,Plateau-Mont-Royal,Single-Family,770000.0,44
2022-01-15,2022,Plateau-Mont-Royal,Single-Family,963000.0,40
2022-06-24,2022,Plateau-Mont-Royal,Single-Family,712000.0,55
2022-07-05,2022,Plateau-Mont-Royal,Triplex,1059000.0,36
2022-12-11,2022,Plateau-Mont-Royal,Triplex,1000000.0,43
2022-01-26,2022,Plateau-Mont-Royal,Triplex,1199000.0,33
2022-12-04,2022,Plateau-Mont-Royal,Triplex,893000.0,40
2022-08-19,2022,Plateau-Mont-Royal,Triplex,1214000.0,36
2022-06-14,2022,Plateau-Mont-Royal,Triplex,1049000.0,52
2022-03-27,2022,Plateau-Mont-Royal,Triplex,937000.0,12
2022-01-13,2022,Plateau-Mont-Royal,Triplex,997000.0,23
2022-12-18,2022,Plateau-Mont-Royal,Triplex,980000.0,35
2022-03-19,2022,Plateau-Mont-Royal,Triplex,1365000.0,36
2022-01-17,2022,Plateau-Mont-Royal,Triplex,1158000.0,35
2022-06-16,2022,Plateau-Mont-Royal,Triplex,1155000.0,45
2022-06-28,2022,Plateau-Mont-Royal,Triplex,1106000.0,38
2022-10-11,2022,Plateau-Mont-Royal,Triplex,946000.0,20
2022-03-07,2022,Plateau-Mont-Royal,Triplex,1053000.0,15
2022-09-26,2022,Plateau-Mont-Royal,Triplex,989000.0,41
2022-07-10,2022,Plateau-Mont-Royal,Triplex,983000.0,19
2022-11-23,2022,Plateau-Mont-Royal,Triplex,965000.0,14
2022-12-31,2022,Plateau-Mont-Royal,Triplex,1024000.0,49
2022-03-24,2022,Plateau-Mont-Royal,Triplex,994000.0,23
2022-04-15,2022,Ville-Marie,Condo,580000.0,36
2022-12-21,2022,Ville-Marie,Condo,555000.0,32
2022-12-13,2022,Ville-Marie,Condo,657000.0,37
2022-11-28,2022,Ville-Marie,Condo,565000.0,12
2022-03-23,2022,Ville-Marie,Condo,694000.0,37
2022-08-29,2022,Ville-Marie,Condo,465000.0,58
2022-09-08,2022,Ville-Marie,Condo,573000.0,25
2022-06-22,2022,Ville-Marie,Condo,704000.0,44
2022-06-19,2022,Ville-Marie,Condo,626000.0,75
2022-04-10,2022,Ville-Marie,Condo,573000.0,18
2022-04-26,2022,Ville-Marie,Condo,677000.0,46
2022-12-26,2022,Ville-Marie,Condo,579000.0,56
2022-07-02,2022,Ville-Marie,Condo,641000.0,40
2022-09-17,2022,Ville-Marie,Condo,695000.0,50
2022-12-20,2022,Ville-Marie,Condo,608000.0,50
2022-07-07,2022,Ville-Marie,Condo,619000.0,19
2022-12-18,2022,Ville-Marie,Condo,628000.0,14
2022-02-17,2022,Ville-Marie,Condo,493000.0,47
2022-08-29,2022,Ville-Marie,Condo,538000.0,28
2022-10-24,2022,Ville-Marie,Condo,686000.0,17
2022-08-04,2022,Ville-Marie,Duplex,968000.0,46
2022-05-09,2022,Ville-Marie,Duplex,984000.0,28
2022-08-03,2022,Ville-Marie,Duplex,858000.0,26
2022-07-09,2022,Ville-Marie,Duplex,729000.0,12
2022-09-02,2022,Ville-Marie,Duplex,969000.0,64
2022-06-10,2022,Ville-Marie,Duplex,976000.0,25
2022-05-20,2022,Ville-Marie,Duplex,736000.0,37
2022-11-22,2022,Ville-Marie,Duplex,942000.0,9
2022-10-27,2022,Ville-Marie,Duplex,939000.0,5
2022-02-13,2022,Ville-Marie,Duplex,1060000.0,31
2022-03-13,2022,Ville-Marie,Duplex,723000.0,40
2022-07-11,2022,Ville-Marie,Duplex,839000.0,13
2022-06-08,2022,Ville-Marie,Duplex,1072000.0,38
2022-01-21,2022,Ville-Marie,Duplex,841000.0,35
2022-07-26,2022,Ville-Marie,Duplex,1027000.0,33
2022-04-23,2022,Ville-Marie,Duplex,880000.0,13
2022-07-01,2022,Ville-Marie,Duplex,1204000.0,39
2022-11-06,2022,Ville-Marie,Duplex,914000.0,41
2022-12-09,2022,Ville-Marie,Duplex,866000.0,50
2022-02-05,2022,Ville-Marie,Duplex,774000.0,5
2022-12-08,2022,Ville-Marie,Single-Family,753000.0,36
2022-04-10,2022,Ville-Marie,Single-Family,966000.0,10
2022-11-11,2022,Ville-Marie,Single-Family,824000.0,30
2022-08-07,2022,Ville-Marie,Single-Family,865000.0,37
2022-06-03,2022,Ville-Marie,Single-Family,786000.0,58
2022-12-25,2022,Ville-Marie,Single-Family,731000.0,37
2022-12-13,2022,Ville-Marie,Single-Family,814000.0,35
2022-09-20,2022,Ville-Marie,Single-Family,903000.0,22
2022-01-13,2022,Ville-Marie,Single-Family,810000.0,16
2022-07-19,2022,Ville-Marie,Single-Family,946000.0,19
2022-07-19,2022,Ville-Marie,Single-Family,849000.0,68
2022-03-05,2022,Ville-Marie,Single-Family,801000.0,21
2022-11-10,2022,Ville-Marie,Single-Family,910000.0,52
2022-01-27,2022,Ville-Marie,Single-Family,739000.0,47
2022-05-21,2022,Ville-Marie,Single-Family,696000.0,47
2022-06-28,2022,Ville-Marie,Single-Family,590000.0,31
